dataproviderid,occurrenceid,measurementid,measurementtype,measurementvalue,measurementaccuracy,measurementunit,measurementdetermineddate,measurementdeterminedby,measurementmethod,measurementremarks
1076,OBSVLFR_HistoricalPointB_05_10RG-6412,29037,abundance,0.163057,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005Moll
1076,OBSVLFR_HistoricalPointB_05_10RG-4883,28389,abundance,2.44586,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005CnidCten
1076,OBSVLFR_HistoricalPointB_05_10RG-2038,27013,abundance,0.0679406,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-8427,29255,abundance,0.0679406,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Chor
1076,OBSVLFR_HistoricalPointB_05_10RG-1621,27353,abundance,0.543524,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-1760,27135,abundance,0.135881,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-7663,29387,abundance,0.475584,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Chor
1076,OBSVLFR_HistoricalPointB_05_10RG-7247,27577,abundance,0.543524,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005ChaeAnne
1076,OBSVLFR_HistoricalPointB_05_10RG-4884,28124,abundance,0.203822,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005CnidCten
1076,OBSVLFR_HistoricalPointB_05_10RG-6552,29083,abundance,0.271762,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Moll
1076,OBSVLFR_HistoricalPointB_05_10RG-4189,28064,abundance,0.135881,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005CnidCten
1076,OBSVLFR_HistoricalPointB_05_10RG-1204,27234,abundance,0.271762,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-1343,27393,abundance,0.815287,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-8889,28901,abundance,26.1571,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Larv
1076,OBSVLFR_HistoricalPointB_05_10RG-9167,28539,abundance,0.0679406,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Larv
1076,OBSVLFR_HistoricalPointB_05_10RG-8772,28879,abundance,4.61996,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Larv
1076,OBSVLFR_HistoricalPointB_05_10RG-5301,28305,abundance,0.747346,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005CnidCten
1076,OBSVLFR_HistoricalPointB_05_10RG-6274,29164,abundance,2.10616,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Moll
1076,OBSVLFR_HistoricalPointB_05_10RG-9584,28613,abundance,0.135881,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Larv
1076,OBSVLFR_HistoricalPointB_05_10RG-10001,27652,abundance,0.0679406,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005ChroProt
1076,OBSVLFR_HistoricalPointB_05_10RG-9723,28727,abundance,0.407643,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Larv
1076,OBSVLFR_HistoricalPointB_05_10RG-9862,27747,abundance,6.862,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005ChroProt
1076,OBSVLFR_HistoricalPointB_05_10RG-8213,29409,abundance,0.679406,,"Individual/m^3.  Number of Fishery by week: 3",,,,2005Chor
1076,OBSVLFR_HistoricalPointB_05_10RG-7521,29220,abundance,0.0452937,,"Individual/m^3.  Number of Fishery by week: 3",,,,2005Chor
1076,OBSVLFR_HistoricalPointB_05_10RG-1618,27412,abundance,0.996461,,"Individual/m^3.  Number of Fishery by week: 3",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-1896,26927,abundance,0.0452937,,"Individual/m^3.  Number of Fishery by week: 3",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-9859,27741,abundance,4.80113,,"Individual/m^3.  Number of Fishery by week: 3",,,,2005ChroProt
1076,OBSVLFR_HistoricalPointB_05_10RG-9720,28764,abundance,0.543524,,"Individual/m^3.  Number of Fishery by week: 3",,,,2005Larv
1076,OBSVLFR_HistoricalPointB_05_10RG-9998,27644,abundance,0.0452937,,"Individual/m^3.  Number of Fishery by week: 3",,,,2005ChroProt
1076,OBSVLFR_HistoricalPointB_05_10RG-6271,29176,abundance,4.61996,,"Individual/m^3.  Number of Fishery by week: 3",,,,2005Moll
1076,OBSVLFR_HistoricalPointB_05_10RG-1479,27265,abundance,0.317056,,"Individual/m^3.  Number of Fishery by week: 3",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-8886,28790,abundance,0.815287,,"Individual/m^3.  Number of Fishery by week: 3",,,,2005Larv
1076,OBSVLFR_HistoricalPointB_05_10RG-1340,27400,abundance,0.86058,,"Individual/m^3.  Number of Fishery by week: 3",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-4047,27856,abundance,0.0452937,,"Individual/m^3.  Number of Fishery by week: 3",,,,2005CnidCten
1076,OBSVLFR_HistoricalPointB_05_10RG-4325,27859,abundance,0.0452937,,"Individual/m^3.  Number of Fishery by week: 3",,,,2005CnidCten
1076,OBSVLFR_HistoricalPointB_05_10RG-4464,28157,abundance,0.226469,,"Individual/m^3.  Number of Fishery by week: 3",,,,2005CnidCten
1076,OBSVLFR_HistoricalPointB_05_10RG-5020,27863,abundance,0.0452937,,"Individual/m^3.  Number of Fishery by week: 3",,,,2005CnidCten
1076,OBSVLFR_HistoricalPointB_05_10RG-1901,27010,abundance,0.0679406,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-8429,29372,abundance,0.373673,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Chor
1076,OBSVLFR_HistoricalPointB_05_10RG-1623,27187,abundance,0.203822,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-1762,27052,abundance,0.101911,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-7665,29297,abundance,0.135881,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Chor
1076,OBSVLFR_HistoricalPointB_05_10RG-8218,29357,abundance,0.305732,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Chor
1076,OBSVLFR_HistoricalPointB_05_10RG-7249,27561,abundance,0.237792,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005ChaeAnne
1076,OBSVLFR_HistoricalPointB_05_10RG-4886,28125,abundance,0.203822,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005CnidCten
1076,OBSVLFR_HistoricalPointB_05_10RG-6554,29098,abundance,0.339703,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Moll
1076,OBSVLFR_HistoricalPointB_05_10RG-1206,27116,abundance,0.135881,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-8891,28896,abundance,12.5011,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Larv
1076,OBSVLFR_HistoricalPointB_05_10RG-5164,28194,abundance,0.271762,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005CnidCten
1076,OBSVLFR_HistoricalPointB_05_10RG-1484,27049,abundance,0.101911,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-1345,26995,abundance,0.0679406,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-5303,28238,abundance,0.407643,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005CnidCten
1076,OBSVLFR_HistoricalPointB_05_10RG-8774,28649,abundance,0.203822,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Larv
1076,OBSVLFR_HistoricalPointB_05_10RG-6276,29022,abundance,0.135881,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Moll
1076,OBSVLFR_HistoricalPointB_05_10RG-9586,28719,abundance,0.373673,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Larv
1076,OBSVLFR_HistoricalPointB_05_10RG-9725,28619,abundance,0.135881,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Larv
1076,OBSVLFR_HistoricalPointB_05_10RG-9864,27650,abundance,0.0679406,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005ChroProt
1076,OBSVLFR_HistoricalPointB_05_10RG-2041,27479,abundance,2.8535,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-7250,27634,abundance,5.16348,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005ChaeAnne
1076,OBSVLFR_HistoricalPointB_05_10RG-8219,29353,abundance,0.271762,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Chor
1076,OBSVLFR_HistoricalPointB_05_10RG-7666,29450,abundance,1.76645,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Chor
1076,OBSVLFR_HistoricalPointB_05_10RG-7527,29341,abundance,0.271762,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Chor
1076,OBSVLFR_HistoricalPointB_05_10RG-6694,29086,abundance,0.271762,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Moll
1076,OBSVLFR_HistoricalPointB_05_10RG-1763,27496,abundance,4.3482,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-1624,27507,abundance,6.65817,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-8430,29496,abundance,11.414,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Chor
1076,OBSVLFR_HistoricalPointB_05_10RG-1902,27467,abundance,2.03822,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-2319,27426,abundance,1.08705,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-9865,27686,abundance,0.407643,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005ChroProt
1076,OBSVLFR_HistoricalPointB_05_10RG-9587,28725,abundance,0.407643,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Larv
1076,OBSVLFR_HistoricalPointB_05_10RG-6277,29023,abundance,0.135881,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Moll
1076,OBSVLFR_HistoricalPointB_05_10RG-8775,28755,abundance,0.543524,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Larv
1076,OBSVLFR_HistoricalPointB_05_10RG-5304,28278,abundance,0.543524,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005CnidCten
1076,OBSVLFR_HistoricalPointB_05_10RG-1346,27491,abundance,3.80467,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-1485,27124,abundance,0.135881,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-5165,28368,abundance,1.63057,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005CnidCten
1076,OBSVLFR_HistoricalPointB_05_10RG-8892,28885,abundance,8.01698,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Larv
1076,OBSVLFR_HistoricalPointB_05_10RG-1207,27523,abundance,15.8981,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-929,27293,abundance,0.407643,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-6555,29161,abundance,1.76645,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Moll
1076,OBSVLFR_HistoricalPointB_05_10RG-4887,28363,abundance,1.49469,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005CnidCten
1076,OBSVLFR_HistoricalPointB_05_10RG-3430,28052,abundance,0.135881,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005CnidCten
1076,OBSVLFR_HistoricalPointB_05_10RG-1903,27054,abundance,0.101911,,"Individual/m^3.  Number of Fishery by week: 2",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-8431,29452,abundance,1.80042,,"Individual/m^3.  Number of Fishery by week: 2",,,,2005Chor
1076,OBSVLFR_HistoricalPointB_05_10RG-1625,27188,abundance,0.203822,,"Individual/m^3.  Number of Fishery by week: 2",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-1764,27354,abundance,0.543524,,"Individual/m^3.  Number of Fishery by week: 2",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-6695,28973,abundance,0.0679406,,"Individual/m^3.  Number of Fishery by week: 2",,,,2005Moll
1076,OBSVLFR_HistoricalPointB_05_10RG-7667,29356,abundance,0.305732,,"Individual/m^3.  Number of Fishery by week: 2",,,,2005Chor
1076,OBSVLFR_HistoricalPointB_05_10RG-8220,29410,abundance,0.713376,,"Individual/m^3.  Number of Fishery by week: 2",,,,2005Chor
1076,OBSVLFR_HistoricalPointB_05_10RG-7251,27567,abundance,0.339703,,"Individual/m^3.  Number of Fishery by week: 2",,,,2005ChaeAnne
1076,OBSVLFR_HistoricalPointB_05_10RG-2459,26909,abundance,0.0339703,,"Individual/m^3.  Number of Fishery by week: 2",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-4471,28163,abundance,0.237792,,"Individual/m^3.  Number of Fishery by week: 2",,,,2005CnidCten
1076,OBSVLFR_HistoricalPointB_05_10RG-4888,28197,abundance,0.305732,,"Individual/m^3.  Number of Fishery by week: 2",,,,2005CnidCten
1076,OBSVLFR_HistoricalPointB_05_10RG-6556,29099,abundance,0.339703,,"Individual/m^3.  Number of Fishery by week: 2",,,,2005Moll
1076,OBSVLFR_HistoricalPointB_05_10RG-3431,27825,abundance,0.0339703,,"Individual/m^3.  Number of Fishery by week: 2",,,,2005CnidCten
1076,OBSVLFR_HistoricalPointB_05_10RG-4054,27924,abundance,0.0679406,,"Individual/m^3.  Number of Fishery by week: 2",,,,2005CnidCten
1076,OBSVLFR_HistoricalPointB_05_10RG-930,27114,abundance,0.135881,,"Individual/m^3.  Number of Fishery by week: 2",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-8893,28866,abundance,3.05732,,"Individual/m^3.  Number of Fishery by week: 2",,,,2005Larv
1076,OBSVLFR_HistoricalPointB_05_10RG-9171,28475,abundance,0.0339703,,"Individual/m^3.  Number of Fishery by week: 2",,,,2005Larv
1076,OBSVLFR_HistoricalPointB_05_10RG-9032,28469,abundance,0.0339703,,"Individual/m^3.  Number of Fishery by week: 2",,,,2005Larv
1076,OBSVLFR_HistoricalPointB_05_10RG-5166,28234,abundance,0.407643,,"Individual/m^3.  Number of Fishery by week: 2",,,,2005CnidCten
1076,OBSVLFR_HistoricalPointB_05_10RG-1486,27264,abundance,0.305732,,"Individual/m^3.  Number of Fishery by week: 2",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-5305,27952,abundance,0.0679406,,"Individual/m^3.  Number of Fishery by week: 2",,,,2005CnidCten
1076,OBSVLFR_HistoricalPointB_05_10RG-8776,28650,abundance,0.203822,,"Individual/m^3.  Number of Fishery by week: 2",,,,2005Larv
1076,OBSVLFR_HistoricalPointB_05_10RG-9588,28614,abundance,0.135881,,"Individual/m^3.  Number of Fishery by week: 2",,,,2005Larv
1076,OBSVLFR_HistoricalPointB_05_10RG-9727,28620,abundance,0.135881,,"Individual/m^3.  Number of Fishery by week: 2",,,,2005Larv
1076,OBSVLFR_HistoricalPointB_05_10RG-9866,27740,abundance,4.31423,,"Individual/m^3.  Number of Fishery by week: 2",,,,2005ChroProt
1076,OBSVLFR_HistoricalPointB_05_10RG-7248,27554,abundance,0.163057,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005ChaeAnne
1076,OBSVLFR_HistoricalPointB_05_10RG-7664,29310,abundance,0.163057,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005Chor
1076,OBSVLFR_HistoricalPointB_05_10RG-1622,27160,abundance,0.163057,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-8428,29405,abundance,0.652229,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005Chor
1076,OBSVLFR_HistoricalPointB_05_10RG-1900,27211,abundance,0.21741,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-2317,26971,abundance,0.0543524,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-9863,27703,abundance,1.25011,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005ChroProt
1076,OBSVLFR_HistoricalPointB_05_10RG-6275,29096,abundance,0.326115,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005Moll
1076,OBSVLFR_HistoricalPointB_05_10RG-8773,28872,abundance,3.64161,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005Larv
1076,OBSVLFR_HistoricalPointB_05_10RG-5302,28319,abundance,0.815287,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005CnidCten
1076,OBSVLFR_HistoricalPointB_05_10RG-1483,27078,abundance,0.108705,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-1344,26947,abundance,0.0543524,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-5163,28293,abundance,0.652229,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005CnidCten
1076,OBSVLFR_HistoricalPointB_05_10RG-8890,28870,abundance,3.47856,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005Larv
1076,OBSVLFR_HistoricalPointB_05_10RG-4190,28091,abundance,0.163057,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005CnidCten
1076,OBSVLFR_HistoricalPointB_05_10RG-6553,29139,abundance,0.815287,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005Moll
1076,OBSVLFR_HistoricalPointB_05_10RG-4885,28268,abundance,0.543524,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005CnidCten
1076,OBSVLFR_HistoricalPointB_05_10RG-4468,28026,abundance,0.108705,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005CnidCten
1076,OBSVLFR_HistoricalPointB_05_10RG-3428,27872,abundance,0.0543524,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005CnidCten
1076,OBSVLFR_HistoricalPointB_05_10RG-1906,27356,abundance,0.543524,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-8434,29484,abundance,4.78301,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005Chor
1076,OBSVLFR_HistoricalPointB_05_10RG-1628,27250,abundance,0.271762,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-1767,26954,abundance,0.0543524,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-7670,29347,abundance,0.271762,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005Chor
1076,OBSVLFR_HistoricalPointB_05_10RG-8223,29445,abundance,1.68493,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005Chor
1076,OBSVLFR_HistoricalPointB_05_10RG-6698,29106,abundance,0.380467,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005Moll
1076,OBSVLFR_HistoricalPointB_05_10RG-7531,29308,abundance,0.163057,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005Chor
1076,OBSVLFR_HistoricalPointB_05_10RG-7254,27615,abundance,2.01104,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005ChaeAnne
1076,OBSVLFR_HistoricalPointB_05_10RG-2045,26963,abundance,0.0543524,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-3434,28174,abundance,0.271762,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005CnidCten
1076,OBSVLFR_HistoricalPointB_05_10RG-4891,28351,abundance,1.25011,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005CnidCten
1076,OBSVLFR_HistoricalPointB_05_10RG-6559,29084,abundance,0.271762,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005Moll
1076,OBSVLFR_HistoricalPointB_05_10RG-99,26939,abundance,0.0543524,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-8896,28806,abundance,0.978344,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005Larv
1076,OBSVLFR_HistoricalPointB_05_10RG-9174,28585,abundance,0.108705,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005Larv
1076,OBSVLFR_HistoricalPointB_05_10RG-5169,28249,abundance,0.43482,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005CnidCten
1076,OBSVLFR_HistoricalPointB_05_10RG-4613,27892,abundance,0.0543524,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005CnidCten
1076,OBSVLFR_HistoricalPointB_05_10RG-1489,27079,abundance,0.108705,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-8779,28572,abundance,0.108705,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005Larv
1076,OBSVLFR_HistoricalPointB_05_10RG-9730,28598,abundance,0.108705,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005Larv
1076,OBSVLFR_HistoricalPointB_05_10RG-9869,27760,abundance,12.5011,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005ChroProt
1076,OBSVLFR_HistoricalPointB_05_10RG-3779,28006,abundance,0.108705,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005CnidCten
1076,OBSVLFR_HistoricalPointB_05_10RG-3018,28224,abundance,0.380467,,"Individual/m^3.  Number of Fishery by week: 5",,,,2005CnidCten
1076,OBSVLFR_HistoricalPointB_05_10RG-2043,27014,abundance,0.0679406,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-7252,27604,abundance,1.15499,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005ChaeAnne
1076,OBSVLFR_HistoricalPointB_05_10RG-7529,29289,abundance,0.135881,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Chor
1076,OBSVLFR_HistoricalPointB_05_10RG-6696,29100,abundance,0.339703,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Moll
1076,OBSVLFR_HistoricalPointB_05_10RG-8221,29456,abundance,1.97028,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Chor
1076,OBSVLFR_HistoricalPointB_05_10RG-7668,29250,abundance,0.0679406,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Chor
1076,OBSVLFR_HistoricalPointB_05_10RG-1765,27298,abundance,0.407643,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-1626,27373,abundance,0.611465,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-8432,29463,abundance,2.30998,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Chor
1076,OBSVLFR_HistoricalPointB_05_10RG-1904,27333,abundance,0.475584,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Arth
1076,OBSVLFR_HistoricalPointB_05_10RG-2321,27021,abundance,0.0679406,,"Individual/m^3.  Number of Fishery by week: 4",,,,2005Arth
